Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance,Inflight_wifi_service,Departure/Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,satisfaction
1,1,28,0,0,1452,3,4,3,3,1,3,1,1,1,2,4,4,3,1,0
1,1,47,1,2,1782,3,1,1,1,5,3,4,3,3,2,3,3,3,2,0
1,1,14,0,2,1008,3,5,3,3,2,3,4,2,3,4,4,4,4,2,0
0,0,28,1,0,503,2,4,2,3,2,2,2,2,3,2,3,4,4,2,0
0,1,37,0,0,295,1,2,1,3,4,1,4,4,1,2,4,2,4,4,0
1,1,44,1,0,558,2,4,4,4,2,4,3,2,2,2,2,3,2,2,0
1,1,10,0,1,227,1,4,1,2,1,1,1,1,4,4,4,3,5,1,0
1,1,9,0,0,1262,3,4,2,4,3,2,3,3,3,2,5,3,4,3,0
1,1,33,0,2,495,2,4,2,3,2,4,5,4,4,2,4,5,4,5,0
0,0,49,1,2,666,1,1,1,4,3,1,2,3,4,2,5,5,4,3,0
1,1,27,0,0,903,2,3,1,3,5,1,3,5,3,1,4,2,3,5,0
0,0,21,1,0,594,4,0,4,3,4,4,4,4,5,3,4,5,5,4,0
1,1,45,1,2,2857,4,4,4,4,2,5,5,4,4,4,4,5,4,5,1
0,1,13,0,1,871,3,3,2,4,1,2,1,1,4,5,3,4,3,1,0
0,1,9,1,2,1205,4,4,5,4,4,4,4,4,4,2,5,5,4,4,1
1,1,48,1,2,2398,2,2,2,2,5,4,5,5,5,5,5,5,5,3,1
0,1,50,1,2,333,5,5,5,5,2,5,5,5,5,5,5,4,5,3,1
1,1,39,1,2,442,1,4,4,4,3,4,4,1,1,1,1,3,1,1,0
0,1,46,1,2,3259,1,1,1,1,5,5,5,3,3,3,3,5,5,5,1
0,1,23,0,0,1416,4,4,4,1,4,4,4,4,3,2,5,4,5,4,0
0,0,38,1,2,216,1,1,1,1,4,1,4,4,4,4,5,3,4,4,0
0,1,48,1,2,404,5,5,5,5,5,4,5,5,5,5,5,3,5,5,1
0,1,30,1,2,1500,5,5,5,5,4,4,4,4,5,2,4,5,5,4,1
0,1,60,1,2,2159,0,0,0,5,3,5,5,5,5,5,5,5,5,5,1
1,1,38,1,2,2552,3,3,3,3,5,3,1,4,4,3,4,4,4,4,1
1,1,58,1,0,1123,3,4,4,4,2,3,3,3,3,3,3,4,3,2,0
1,1,58,1,0,1076,3,4,4,4,3,3,4,3,3,3,3,2,3,1,0
0,1,25,1,2,3132,1,1,1,1,4,4,4,4,4,5,5,3,4,4,1
0,1,37,0,1,2586,2,5,2,3,4,2,4,4,3,2,4,5,4,4,0
0,1,45,1,2,666,1,2,2,2,5,4,3,1,1,1,1,3,1,3,0
0,0,46,1,2,1652,3,4,4,4,4,3,4,4,1,4,2,4,3,4,0
0,1,53,1,2,2329,4,4,4,4,2,5,4,5,5,5,5,3,5,3,1
1,1,74,1,2,102,4,4,4,4,5,4,4,4,4,4,4,2,4,2,0
1,1,43,0,0,308,2,4,2,3,4,4,3,2,2,2,3,3,2,2,0
0,1,47,1,2,2634,1,1,2,1,5,4,5,4,4,4,4,3,4,3,1
0,1,56,1,0,196,4,5,5,5,4,4,4,4,3,4,4,2,4,4,0
1,1,58,1,2,2190,1,1,1,1,5,4,4,2,2,2,2,4,2,4,1
0,1,20,0,0,987,4,5,4,5,5,4,5,5,3,3,5,3,5,5,1
1,1,23,1,1,489,4,2,2,2,4,4,4,3,3,4,3,4,3,4,0
0,1,33,1,2,1167,4,3,3,3,4,4,4,4,3,4,3,3,4,4,0
1,1,41,0,1,628,2,5,3,1,3,1,5,2,2,3,1,5,2,2,0
1,1,19,1,2,2756,2,5,5,5,2,2,2,2,3,3,4,3,4,2,0
0,1,43,1,2,1437,2,2,2,2,2,5,5,5,5,5,5,3,5,3,1
0,0,23,1,2,1306,5,0,5,1,3,5,2,3,5,2,5,3,5,3,1
0,1,34,1,2,1535,4,5,4,4,2,4,4,5,5,5,5,3,5,5,1
1,1,59,1,2,3298,2,2,2,2,3,4,4,4,4,4,4,3,4,5,1
1,0,37,1,0,173,1,3,1,3,4,1,4,4,2,3,1,4,2,4,0
1,1,29,1,2,677,4,4,4,4,4,4,4,4,5,2,4,5,5,4,1
1,1,66,1,0,762,5,3,2,2,3,3,2,5,5,5,5,2,5,2,1
0,1,10,0,0,696,1,4,1,3,5,1,5,5,3,2,5,4,5,5,0
0,1,36,1,2,3196,5,5,5,5,5,5,5,4,4,4,4,5,4,3,1
1,0,17,1,0,1416,1,2,2,4,5,1,1,5,4,3,4,4,5,5,0
0,1,58,1,2,2865,3,3,5,3,5,5,5,5,5,5,5,5,5,3,1
1,1,28,1,2,1242,5,5,5,5,4,4,4,4,5,4,4,4,4,4,1
1,0,38,1,2,597,5,5,5,5,5,5,5,5,5,4,4,4,5,5,1
1,1,61,1,2,2101,1,1,1,1,4,4,4,4,4,4,4,4,4,3,1
0,1,38,1,0,156,5,2,2,2,5,5,5,5,5,4,4,5,5,5,1
0,1,50,1,0,185,4,1,1,1,4,4,4,4,1,4,3,5,4,4,1
1,0,24,1,0,190,2,0,2,4,5,2,1,5,2,5,1,5,5,5,0
1,1,68,0,0,913,1,5,1,3,5,1,5,1,1,1,1,3,1,2,0
0,1,34,0,1,227,1,5,1,4,4,1,4,4,3,2,5,5,4,4,0
0,1,46,1,2,2883,2,2,2,2,5,5,5,5,5,5,5,5,5,4,1
1,1,43,1,0,819,5,4,4,4,4,3,5,5,5,5,5,4,5,2,1
0,1,42,1,0,369,5,4,4,4,5,5,5,5,2,5,5,5,4,5,1
1,0,25,1,2,251,3,0,3,2,4,3,1,4,5,4,4,5,5,4,0
1,1,51,1,2,725,3,2,2,2,4,2,3,3,3,3,3,4,3,2,0
0,1,37,1,2,2843,4,4,4,4,5,2,3,4,4,4,4,3,4,1,1
1,1,53,0,2,631,2,4,2,1,5,5,4,5,5,2,5,4,5,5,0
0,1,10,0,1,2565,3,5,3,4,3,3,3,3,3,5,5,5,3,3,0
0,0,38,1,2,594,2,2,2,3,4,2,4,4,3,2,4,5,5,4,1
1,1,47,1,2,2157,0,1,1,1,5,4,5,5,5,5,5,3,5,3,1
1,1,35,0,0,312,5,4,4,1,2,4,3,2,4,5,4,4,4,2,1
1,1,34,0,2,175,2,4,0,3,2,5,4,4,4,0,4,3,4,4,0
0,1,41,1,2,493,5,5,5,5,3,5,4,4,4,4,4,5,4,3,1
0,1,56,1,2,2805,4,4,4,4,5,5,5,5,5,5,5,3,5,5,1
1,1,62,0,2,140,1,4,1,5,4,5,4,4,4,1,4,2,4,5,0
0,1,57,0,0,101,5,3,5,3,3,5,3,3,5,3,4,2,5,3,1
0,1,49,1,1,1074,4,1,1,1,4,4,4,4,3,4,5,3,2,4,1
0,1,41,0,0,1303,2,5,2,2,5,2,5,5,3,5,4,3,5,5,0
0,1,26,0,0,925,3,3,3,3,5,3,5,5,1,5,3,2,3,5,0
1,0,24,1,2,571,5,0,5,4,1,5,1,1,3,1,4,2,4,1,1
1,1,67,0,0,89,4,3,4,4,3,3,4,2,2,4,2,4,2,2,0
1,1,23,1,0,584,3,1,1,1,3,3,4,3,3,1,3,2,3,3,0
1,1,45,1,2,338,5,5,5,5,3,4,4,5,5,5,5,4,5,3,1
1,0,26,1,0,472,5,0,4,4,1,4,3,1,4,5,3,4,4,1,1
0,1,43,1,0,200,2,2,5,2,2,2,2,2,4,1,3,3,4,2,0
1,1,50,1,0,1660,3,2,2,2,5,4,3,3,3,3,3,4,3,4,0
1,1,42,1,2,912,2,2,3,2,3,4,5,3,3,2,3,4,3,4,1
1,1,67,0,0,895,3,1,4,4,2,3,4,5,5,4,5,2,5,2,0
1,1,28,0,0,937,3,4,3,1,2,3,5,2,4,5,5,3,4,2,0
1,1,62,0,1,1014,2,1,3,2,3,1,2,1,1,3,1,4,1,1,0
0,1,39,1,2,2212,1,1,1,1,2,5,4,4,4,4,5,5,4,5,1
0,1,30,0,1,1546,1,1,1,3,1,1,1,1,3,1,2,2,4,1,0
1,1,27,1,0,237,5,3,3,3,5,4,5,5,4,4,2,5,3,5,1
0,1,13,0,0,341,3,5,3,4,3,3,3,3,5,2,5,2,3,3,0
1,1,46,1,2,2382,2,1,2,2,3,4,4,5,5,5,5,3,5,5,1
0,1,44,0,0,1576,1,5,2,1,5,2,3,5,4,5,4,5,5,5,0
0,0,27,1,0,636,2,3,2,3,5,2,5,5,5,5,3,5,4,5,0
1,1,45,1,2,3187,3,3,4,3,4,4,5,4,4,4,4,4,4,5,1
0,1,42,1,0,641,2,5,3,5,2,2,2,2,3,3,4,4,4,2,0
1,1,62,1,2,2203,4,5,5,5,5,3,3,4,4,3,4,4,4,3,0
1,1,37,1,2,933,3,3,3,3,5,5,2,4,4,4,4,4,4,5,1
0,1,32,0,0,760,3,4,3,4,2,3,2,2,3,4,5,5,4,2,0
1,1,52,1,2,2258,1,1,4,4,2,3,3,1,1,1,1,4,1,4,0
0,1,25,1,2,1506,3,3,3,3,5,5,5,5,3,4,4,4,4,5,1
1,1,53,0,0,1721,0,4,0,4,4,5,5,3,3,0,5,5,3,5,1
0,1,31,1,2,1587,4,2,2,2,4,4,4,4,4,2,4,2,3,4,0
1,1,46,1,2,733,1,1,1,1,3,5,4,4,4,4,4,4,4,4,1
0,1,36,0,0,1628,3,4,3,1,4,3,4,4,4,5,5,3,4,4,0
1,1,7,0,0,557,3,5,3,2,3,3,3,3,1,1,1,4,3,3,0
1,1,38,1,2,1985,4,4,5,4,4,5,3,4,4,5,4,5,4,5,1
0,1,42,0,0,1068,3,2,3,2,1,3,1,1,4,4,3,3,3,1,0
1,1,25,0,0,522,3,4,3,1,4,3,3,4,4,1,4,5,4,4,0
0,1,32,0,0,156,4,4,4,1,2,4,2,2,3,4,5,5,5,2,0
1,0,22,1,2,453,0,0,0,1,1,0,1,1,5,4,5,5,4,1,1
0,1,26,1,2,1047,5,5,5,5,2,3,2,2,4,3,5,4,4,2,1
1,0,28,1,2,293,2,2,2,3,5,2,5,5,4,2,4,3,5,5,0
1,0,8,1,0,1483,1,1,1,4,2,1,2,2,3,4,5,5,4,2,0
1,1,45,1,2,1124,4,4,4,4,4,5,4,4,4,4,4,4,4,4,1
1,1,10,0,0,1666,2,0,2,3,3,2,3,3,3,3,4,3,4,3,0
1,1,42,1,2,1727,5,5,5,5,3,5,4,5,5,5,5,5,5,3,1
1,1,43,1,2,2893,2,5,2,2,5,4,5,5,5,5,5,4,5,4,1
0,1,27,0,2,646,2,1,2,2,4,2,5,4,2,3,1,2,2,4,0
1,1,35,1,0,352,5,3,3,3,5,5,5,5,4,3,4,3,1,5,1
1,1,50,1,2,3556,3,3,3,3,5,5,4,2,2,2,2,4,2,5,1
0,1,17,0,0,427,2,3,2,4,2,2,2,2,3,3,3,2,4,2,0
1,0,41,1,2,325,4,4,4,3,3,4,1,3,4,4,4,3,4,3,0
1,0,36,1,2,605,3,3,3,3,5,3,5,5,3,3,4,4,5,5,0
1,1,60,1,0,764,4,1,1,1,1,5,4,4,4,4,4,3,4,1,1
0,1,60,1,2,3171,5,5,2,5,5,5,5,5,5,5,5,3,5,3,1
1,1,33,1,0,170,4,5,4,5,4,4,4,4,2,1,1,2,2,4,1
1,0,25,1,0,991,1,0,0,2,2,0,2,2,3,5,1,2,2,2,0
1,1,47,1,1,1076,5,1,1,1,2,1,2,5,5,5,5,5,5,4,1
0,1,55,0,1,280,1,4,1,2,2,1,2,2,5,2,5,5,4,2,0
1,1,34,1,2,1617,2,2,2,2,2,5,5,5,5,5,5,5,5,3,1
0,1,22,1,2,3581,4,4,4,4,5,5,5,5,5,2,4,3,5,5,1
1,1,29,0,0,1774,1,4,1,3,2,1,2,2,4,3,4,4,5,2,0
1,1,48,1,2,358,2,2,2,2,5,4,5,4,4,4,4,5,4,5,1
0,0,23,1,0,718,3,3,3,5,2,3,2,2,3,2,1,2,4,2,0
0,0,25,1,0,1070,1,1,1,4,4,1,4,4,2,3,3,2,4,4,0
0,1,37,1,0,160,5,3,3,3,5,5,5,5,5,2,5,4,5,5,1
1,1,8,0,1,268,2,4,2,1,2,2,2,2,3,5,4,3,4,2,0
0,1,56,1,2,356,2,2,2,2,4,4,5,5,5,5,5,3,5,4,1
0,1,69,0,0,2295,2,4,2,4,1,2,2,1,5,4,2,4,4,1,0
1,1,43,1,2,2935,2,2,2,2,5,5,5,4,4,4,4,5,4,3,1
0,1,45,1,2,1847,4,4,4,4,4,4,5,4,4,4,4,3,4,3,1
1,1,22,1,0,220,5,3,2,2,5,5,4,5,3,4,3,4,3,5,1
0,0,34,1,0,399,3,0,3,3,1,3,1,1,2,1,3,3,3,1,0
0,1,39,1,0,305,5,2,2,2,5,5,5,5,4,3,4,2,4,5,1
1,1,9,0,2,594,3,4,3,3,1,3,1,1,4,1,3,3,1,1,0
1,1,54,0,0,342,1,3,1,4,3,5,4,3,3,1,3,3,3,5,0
0,1,51,1,2,1973,1,1,1,1,4,4,5,2,2,2,2,5,2,4,1
0,0,46,1,2,2762,5,5,5,4,5,5,5,2,2,5,4,5,3,5,1
0,1,45,1,2,737,3,4,4,4,3,3,3,4,3,3,4,3,1,3,0
0,0,55,1,0,193,3,4,3,1,4,3,1,4,1,2,5,4,2,4,0
0,1,40,1,0,596,5,5,4,5,5,4,5,5,3,1,2,4,4,5,1
0,0,22,1,0,240,2,0,2,3,5,2,5,5,3,3,5,3,5,5,0
0,1,34,1,2,787,4,4,4,4,3,5,5,4,4,4,4,5,4,3,1
0,1,49,0,0,439,4,5,4,2,4,4,4,4,5,5,5,5,5,4,0
0,1,56,1,2,2533,0,0,0,3,2,4,4,2,2,2,2,3,2,3,1
1,1,62,0,0,304,1,1,1,2,5,3,2,3,3,1,1,4,3,4,0
0,1,48,1,2,1212,3,3,3,3,4,4,4,4,4,4,4,3,4,3,1
1,1,42,1,2,3036,3,3,3,3,2,4,5,5,5,4,5,2,5,1,1
0,1,67,0,0,270,1,4,1,5,3,1,3,3,4,3,5,4,4,3,0
0,1,45,1,2,3709,4,4,4,4,3,5,1,4,4,4,4,4,4,3,1
1,0,30,1,0,1346,3,3,3,2,4,3,4,4,4,4,2,4,2,4,0
0,1,34,1,2,888,1,1,3,1,4,4,3,1,1,1,1,4,1,3,0
1,1,50,0,0,728,1,4,2,2,4,4,5,1,1,2,1,3,1,1,0
1,1,31,0,0,89,1,4,1,3,3,1,3,3,4,3,3,5,4,3,0
1,0,36,1,2,993,2,1,1,3,1,1,5,1,5,2,4,4,5,1,0
0,1,45,1,2,1964,3,3,3,3,5,5,5,4,4,4,4,3,4,4,1
1,1,15,0,0,2338,0,4,0,3,4,0,3,4,2,3,3,2,3,4,1
1,1,42,1,2,325,2,2,2,2,3,4,4,5,5,5,5,3,5,4,1
1,1,41,0,0,231,3,5,0,5,5,0,4,5,3,4,4,4,4,5,0
0,0,37,1,0,967,2,2,2,2,2,2,2,2,1,2,3,4,2,2,0
0,0,11,1,2,784,0,0,0,4,0,4,4,5,3,3,4,4,3,4,1
1,1,31,0,1,2153,3,4,3,1,3,3,3,3,3,2,5,3,4,3,0
1,1,37,1,0,925,4,4,4,4,4,5,4,4,2,2,2,4,5,4,1
1,1,59,0,0,657,4,0,4,3,3,5,4,3,3,4,3,4,3,5,0
0,0,22,1,0,992,1,0,0,1,4,0,4,4,5,3,4,3,4,4,0
0,1,34,1,2,255,2,2,2,2,3,5,5,4,4,4,4,3,4,5,1
1,1,62,0,0,536,3,2,3,4,2,3,4,2,2,3,1,4,2,3,0
1,0,21,1,2,373,4,0,4,1,2,4,2,2,5,5,4,2,1,2,1
0,1,36,1,0,508,3,3,2,3,3,3,3,2,3,4,3,3,3,3,0
0,1,29,1,2,481,1,1,3,1,5,5,5,5,5,2,4,5,2,5,1
1,1,50,0,0,1590,3,2,3,4,4,3,4,4,4,3,4,2,4,3,0
1,1,30,1,2,1390,4,2,2,2,4,4,4,4,2,4,3,3,4,4,0
1,1,54,1,2,1554,2,2,2,2,2,5,1,4,4,4,4,2,4,1,1
1,0,22,1,0,214,4,5,4,4,4,4,2,4,3,2,5,5,4,4,0
0,1,46,1,2,3059,1,1,1,1,4,2,2,5,5,5,4,4,5,3,1
0,1,45,0,1,1464,5,4,5,3,3,5,3,3,5,4,5,3,4,3,1
1,1,52,1,0,102,5,5,5,5,1,4,2,5,5,5,5,3,5,5,1
0,1,63,1,0,358,1,4,4,4,1,1,1,1,4,1,3,4,4,1,0
0,1,53,1,2,1727,1,1,1,1,2,4,4,5,5,5,5,5,5,4,1
1,1,57,1,2,3535,3,5,3,3,4,5,5,5,5,5,5,4,5,5,1
1,1,31,1,2,1727,1,1,5,1,5,5,5,5,5,5,4,5,4,5,1
0,1,44,1,2,1900,2,2,2,2,3,4,4,4,4,4,4,5,4,3,1
0,0,30,1,2,733,2,2,2,4,3,2,3,3,4,3,4,5,4,3,0
1,0,38,1,2,928,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0
0,1,32,0,0,296,2,4,2,3,4,2,4,4,4,4,4,3,4,4,0
1,1,40,1,2,1237,3,3,3,3,2,4,5,3,3,4,3,4,3,4,1
1,1,56,1,2,3294,5,5,5,5,2,1,5,4,4,4,4,2,4,5,1
0,1,53,1,2,2569,5,5,5,5,2,4,5,4,4,5,4,4,4,3,1
0,1,68,0,0,258,4,3,0,3,2,0,2,2,2,5,3,2,3,2,0
1,0,21,1,0,337,2,0,2,5,1,2,1,1,5,3,1,5,4,1,0
1,1,61,0,2,1670,3,0,4,2,2,4,1,4,4,4,3,5,4,1,0
1,1,59,1,2,1915,3,4,4,4,3,3,3,3,3,3,3,4,3,4,0
0,1,33,1,2,1440,5,5,1,5,5,5,5,5,4,5,5,4,4,5,1
1,0,23,1,0,620,4,5,4,4,3,4,3,3,2,1,4,5,3,3,1
0,1,41,1,2,795,3,3,3,3,4,5,4,5,5,5,5,4,5,3,1
1,1,23,0,1,925,4,4,4,3,4,4,5,4,5,5,5,5,4,4,0
0,0,39,1,2,230,5,5,5,2,1,5,1,1,2,4,1,3,3,1,1
1,1,35,1,2,200,2,2,2,2,3,1,3,4,4,4,5,5,4,3,1
0,1,34,1,2,868,4,4,4,4,3,4,4,4,4,4,4,5,4,4,1
0,1,24,1,0,326,0,3,0,4,3,0,3,3,5,2,3,3,4,3,1
0,1,57,1,2,1967,2,2,2,2,4,5,4,4,4,4,4,5,4,5,1
0,1,17,0,1,1481,1,3,1,4,5,1,5,5,5,3,5,4,5,5,0
0,1,58,0,0,309,4,2,4,3,3,4,3,3,2,3,4,4,3,3,0
1,0,22,1,0,717,2,2,2,4,4,2,4,4,4,3,5,3,5,4,0
0,0,39,1,2,859,2,2,2,4,2,2,2,2,3,5,5,3,4,2,0
0,0,35,1,2,1067,2,2,2,3,3,2,3,3,5,1,2,4,4,3,0
0,1,48,1,2,3311,5,5,5,5,4,5,5,5,5,5,5,5,5,3,1
1,0,27,1,0,188,3,5,2,3,3,2,3,3,5,2,1,2,4,3,0
1,1,44,0,0,491,3,5,3,4,5,5,5,4,4,3,4,4,4,5,0
0,0,35,1,0,255,2,0,2,3,1,2,1,1,3,1,1,4,1,1,0
1,1,25,1,2,516,1,1,1,1,4,4,4,4,4,5,4,5,5,4,1
0,1,69,0,0,354,2,4,3,3,2,3,2,2,5,2,5,5,5,2,0
1,1,63,1,2,3472,3,3,3,3,3,5,1,5,5,5,5,3,5,3,1
0,1,66,1,2,413,2,3,3,3,4,2,3,2,2,2,2,2,2,2,0
1,1,48,1,2,1943,4,4,4,4,5,5,5,5,5,5,5,4,5,5,1
0,1,19,1,0,539,3,1,1,1,3,3,1,3,3,5,3,3,3,3,0
0,1,59,1,2,765,1,1,1,1,4,4,5,5,5,5,5,5,5,5,1
1,1,27,1,1,1514,1,1,1,1,1,1,1,1,4,5,3,4,4,1,0
0,1,75,1,2,2713,4,4,4,4,3,4,3,5,5,5,5,2,5,3,1
0,1,43,1,2,2259,5,3,5,5,4,5,5,5,5,4,5,5,5,3,1
1,1,41,1,2,1757,1,1,1,1,5,5,5,5,5,5,5,4,5,5,1
0,1,35,1,2,711,1,1,1,1,4,5,5,5,5,5,5,4,5,5,1
1,1,35,0,0,315,2,4,2,3,2,2,3,2,4,4,3,2,4,2,0
1,1,50,1,2,2303,3,5,5,5,2,2,3,3,3,4,3,2,3,4,0
1,0,37,1,0,746,2,2,2,4,2,2,2,2,2,2,3,3,4,2,0
1,1,31,1,2,2588,2,2,2,2,4,4,4,4,3,3,5,3,3,4,1
1,1,10,0,0,402,1,5,1,1,2,1,2,2,2,4,5,2,3,2,0
1,1,50,0,0,419,3,2,3,2,4,3,3,4,4,3,4,4,4,2,0
0,0,29,1,2,2072,4,4,4,4,1,4,1,1,3,5,5,4,5,1,1
1,1,62,0,0,946,3,3,3,4,5,4,3,3,3,3,3,3,3,1,0
1,1,37,1,1,571,2,1,1,1,2,3,2,2,1,3,2,2,3,2,0
0,1,38,0,0,231,0,5,0,3,1,0,1,1,5,3,4,3,4,1,1
1,0,11,1,0,632,0,5,0,5,3,0,5,3,5,3,5,4,5,3,1
0,1,27,1,2,2351,2,2,2,2,5,5,5,5,1,5,2,2,5,5,1
0,1,41,1,2,2899,3,3,4,3,2,5,4,4,4,4,4,5,4,5,1
1,1,41,1,2,1203,5,5,5,5,5,4,3,5,5,5,5,3,5,4,1
0,1,35,0,0,421,2,2,2,3,1,2,1,1,3,3,2,2,2,1,0
1,0,27,1,2,542,2,2,2,3,5,2,5,5,5,5,5,4,4,5,0
1,1,10,0,1,515,4,2,4,3,4,4,4,4,4,3,4,4,3,4,0
1,1,41,1,2,2413,1,1,1,1,5,5,4,3,3,2,3,4,3,5,1
0,1,40,1,2,631,1,1,2,1,5,4,4,4,4,4,4,4,4,4,1
0,0,28,1,2,868,4,4,4,5,3,4,3,3,5,5,5,3,4,3,1
1,0,21,1,0,184,1,4,1,4,5,1,5,5,3,5,3,3,3,5,0
0,1,53,1,2,484,5,5,5,5,3,4,5,5,5,5,5,3,5,3,1
1,1,44,0,0,335,2,2,2,2,2,2,3,5,5,2,5,3,5,4,0
1,0,40,1,2,251,2,2,2,4,5,2,5,5,4,3,4,5,5,5,0
0,1,55,1,2,3452,4,4,4,4,2,4,4,4,4,4,4,4,4,3,1
1,0,25,1,2,728,3,5,3,2,4,3,4,4,4,3,5,5,5,4,0
1,1,10,0,0,2227,2,3,2,3,4,2,4,4,1,4,2,3,3,4,0
1,0,30,1,2,1514,4,4,4,4,2,4,5,2,3,4,5,3,5,2,1
1,1,48,1,2,2265,1,1,1,1,4,4,4,5,5,5,5,4,5,5,1
0,1,41,1,2,507,3,1,1,1,3,3,2,3,3,3,3,3,3,4,0
0,1,26,0,0,733,3,2,3,4,5,3,2,5,2,5,2,2,3,5,0
1,1,35,0,0,2475,3,4,4,1,5,4,5,5,3,5,4,3,5,5,0
0,0,21,1,0,438,3,0,4,3,4,4,4,4,2,3,1,4,1,4,0
0,0,39,1,2,204,2,2,2,4,4,2,4,4,3,2,5,5,4,4,0
0,1,53,1,2,2096,2,2,2,2,5,5,5,4,4,5,4,4,4,3,1
0,1,39,0,0,347,3,5,3,3,1,3,1,1,4,5,5,3,4,1,0
0,1,20,1,2,2342,3,3,3,3,3,3,3,3,2,2,4,2,2,3,1
0,1,32,1,2,2153,2,2,2,2,5,5,5,5,4,3,4,3,5,5,1
1,1,49,1,2,3623,3,3,5,3,2,4,5,5,5,5,5,3,5,4,1
1,1,39,1,0,109,5,5,5,5,5,5,5,5,1,2,4,2,4,5,1
0,0,22,1,2,1242,4,4,4,3,3,4,3,3,3,2,5,3,4,3,1
1,1,27,0,0,566,3,4,3,4,2,3,2,2,3,5,5,3,5,2,0
1,0,40,1,2,102,4,4,4,2,2,4,2,2,4,4,5,2,5,2,0
1,1,29,0,0,331,3,5,3,4,4,3,4,4,4,4,5,4,5,4,0
1,1,42,1,2,2902,3,3,3,3,5,4,4,5,5,5,4,4,5,5,1
0,1,22,1,1,617,2,4,4,4,2,2,3,2,1,4,3,2,4,2,0
1,0,27,1,2,1199,2,2,2,3,3,2,3,3,5,3,4,5,5,3,0
0,1,60,1,2,1665,4,4,4,4,2,4,5,5,5,5,5,3,5,3,1
0,1,56,1,2,2642,5,5,4,5,3,5,4,1,1,2,1,5,1,4,1
0,1,26,0,1,2248,2,5,2,1,3,2,3,3,4,4,4,4,4,3,0
0,1,51,0,0,1136,3,5,3,1,2,3,2,2,3,3,4,4,5,2,0
1,1,54,0,0,937,4,4,4,4,5,5,5,2,2,4,4,5,2,5,0
1,1,15,0,0,226,3,4,3,4,4,3,1,4,2,1,4,4,3,4,0
0,0,19,1,2,1620,5,0,5,1,2,5,2,2,3,3,5,3,5,2,1
1,1,35,1,2,2369,2,1,3,3,2,4,4,2,2,2,2,3,2,1,0
0,1,47,1,2,657,5,5,5,5,3,5,5,4,4,5,4,3,4,3,1
0,1,13,0,0,1034,2,5,2,3,1,2,1,1,5,4,5,4,5,1,0
1,1,48,1,2,455,3,1,1,1,1,4,3,3,3,3,3,2,3,3,0
1,1,63,1,2,113,5,2,5,5,5,5,5,5,5,5,5,3,5,3,1
0,0,16,1,0,1246,2,2,2,4,2,2,2,2,3,3,2,2,3,2,0
0,1,60,1,2,1047,5,5,5,5,5,4,5,4,4,5,4,4,4,4,1
0,1,52,1,2,3201,2,2,2,2,1,1,5,5,5,4,3,5,5,3,1
1,1,17,0,0,315,2,5,2,5,5,2,5,5,3,2,5,4,4,5,0
0,0,21,1,0,944,1,1,1,4,2,1,2,2,4,2,4,4,5,2,0
1,1,39,1,2,3322,5,5,5,5,5,4,4,5,5,5,5,5,5,4,1
1,1,40,1,2,537,2,2,2,2,1,2,4,4,4,4,4,2,4,1,1
0,0,54,1,2,1087,4,4,4,4,5,4,5,5,4,4,5,4,4,5,1
1,1,40,1,2,710,2,2,4,2,4,4,4,4,4,4,4,3,4,3,1
1,1,27,1,2,1739,4,3,4,4,5,5,5,5,5,4,4,3,5,5,1
0,0,23,1,0,693,2,2,2,3,3,2,3,3,2,4,3,2,4,3,0
0,1,40,1,2,1959,3,3,3,3,4,4,4,4,3,5,5,4,5,4,1
0,0,36,1,2,1737,1,1,1,3,1,1,1,1,4,5,4,4,5,1,0
1,1,34,0,0,1121,1,2,1,3,4,1,4,4,2,5,4,2,4,4,0
1,0,20,1,0,672,1,1,1,2,4,1,2,4,4,5,4,5,4,4,0
1,1,53,1,2,1013,1,1,1,1,5,4,4,5,5,5,5,3,5,4,1
0,1,67,0,0,432,4,4,4,3,2,4,2,2,5,2,5,3,5,2,0
1,0,34,1,2,1597,2,2,2,3,2,4,3,4,3,4,5,3,3,3,0
0,1,55,1,2,277,0,0,0,4,5,5,5,1,1,1,1,4,1,3,1
0,1,57,1,2,1990,4,4,3,4,4,4,4,5,5,5,5,5,5,4,1
1,1,66,0,0,361,3,4,3,1,5,4,4,2,2,3,5,5,2,3,0
1,1,48,1,2,431,1,1,1,1,2,5,5,3,3,3,3,3,3,4,1
1,0,25,1,2,628,2,0,2,1,2,2,2,2,4,2,5,5,4,2,0
0,1,57,1,2,2604,2,2,2,2,4,4,5,5,5,5,5,3,5,4,1
0,0,33,0,0,551,3,2,3,3,3,3,5,3,4,2,2,4,3,3,0
1,1,15,1,1,1195,5,4,4,4,5,5,5,5,5,3,3,2,4,5,1
1,1,40,1,2,1944,0,5,0,2,2,4,4,3,3,3,3,3,3,5,1
1,1,54,0,0,651,4,4,4,2,4,1,1,1,1,4,1,3,1,1,0
1,0,41,1,2,1930,4,4,4,1,1,4,1,1,3,3,5,4,5,1,0
1,0,29,1,0,859,3,3,3,4,4,3,4,4,4,1,3,3,3,4,0
